Date,Open,High,Low,Close,Volume,Adj Close
2015-12-08,206.490005,208.289993,205.779999,206.949997,100161600,206.949997
2015-12-07,209.229996,209.729996,207.199997,208.350006,99016100,208.350006
2015-12-04,205.610001,209.970001,205.610001,209.619995,182558300,209.619995
2015-12-03,208.830002,209.149994,204.75,205.610001,160066100,205.610001
2015-12-02,210.619995,211.00,208.229996,208.529999,105963100,208.529999
2015-12-01,209.440002,210.820007,209.110001,210.679993,95897700,210.679993
2015-11-30,209.75,209.889999,208.559998,208.690002,104282700,208.690002
2015-11-27,209.429993,209.800003,208.860001,209.559998,37298600,209.559998
2015-11-25,209.50,209.740005,209.009995,209.320007,51980100,209.320007
2015-11-24,207.869995,209.830002,207.410004,209.350006,98874400,209.350006
2015-11-23,209.380005,209.979996,208.520004,209.070007,64931200,209.070007
2015-11-20,209.449997,210.119995,208.860001,209.309998,94011500,209.309998
2015-11-19,208.589996,209.050003,208.199997,208.550003,88220500,208.550003
2015-11-18,206.039993,208.899994,205.990005,208.729996,121342500,208.729996
2015-11-17,205.990005,207.039993,204.880005,205.470001,121123700,205.470001
2015-11-16,202.320007,205.690002,202.179993,205.619995,117645200,205.619995
2015-11-13,204.350006,204.669998,202.440002,202.539993,153577100,202.539993
2015-11-12,206.50,207.059998,204.820007,204.839996,121315200,204.839996
2015-11-11,208.880005,208.940002,207.660004,207.740005,67846000,207.740005
2015-11-10,207.509995,208.600006,207.190002,208.559998,75874600,208.559998
2015-11-09,209.309998,209.490005,206.949997,208.080002,131008700,208.080002
2015-11-06,209.740005,210.320007,208.460007,210.039993,110471500,210.039993
2015-11-05,210.429993,210.979996,209.089996,210.149994,78408700,210.149994
2015-11-04,211.350006,211.50,209.720001,210.360001,96224500,210.360001
2015-11-03,209.970001,211.660004,209.699997,211.00,95246100,211.00
2015-11-02,208.320007,210.619995,208.169998,210.389999,86270800,210.389999
2015-10-30,209.059998,209.440002,207.740005,207.929993,131076900,207.929993
2015-10-29,208.350006,209.270004,208.210007,208.830002,90525500,208.830002
2015-10-28,207.00,208.979996,206.210007,208.949997,135906700,208.949997
2015-10-27,206.199997,207.00,205.789993,206.600006,77905800,206.600006
2015-10-26,207.300003,207.369995,206.559998,207.00,69033000,207.00
2015-10-23,207.25,207.949997,206.300003,207.509995,144442300,207.509995
2015-10-22,202.979996,205.509995,201.850006,205.259995,174911700,205.259995
2015-10-21,203.610001,203.789993,201.649994,201.850006,102038000,201.850006
2015-10-20,202.850006,203.839996,202.550003,203.110001,78448500,203.110001
2015-10-19,202.50,203.369995,202.130005,203.369995,76523900,203.369995
2015-10-16,202.830002,203.289993,201.919998,203.270004,109692900,203.270004
2015-10-15,200.080002,202.360001,199.639999,202.350006,134142200,202.350006
2015-10-14,200.179993,200.869995,198.940002,199.289993,99106200,199.289993
